traditional,simplified,pinyin,translation_1,translation_2,translation_3,translation_4,translation_5,translation_6,translation_7,translation_8,translation_9,translation_10,translation_11,translation_12,translation_13,translation_14,translation_15,translation_16,translation_17,translation_18
行業,行业,hang2 ye4],industry,business,,,,,,,,,,,,,,,,
行止,行止,xing2 zhi3],movements,attitude,behavior,whereabouts,tracks,,,,,,,,,,,,,
行波管,行波管,xing2 bo1 guan3],traveling wave tube (electronics),,,,,,,,,,,,,,,,,
行淫,行淫,xing2 yin2],to commit adultery,,,,,,,,,,,,,,,,,
行為,行为,xing2 wei2],action,conduct,behavior,activity,,,,,,,,,,,,,,
行為主義,行为主义,xing2 wei2 zhu3 yi4],behaviorism,,,,,,,,,,,,,,,,,
行為數據,行为数据,xing2 wei2 shu4 ju4],behavioral data (marketing),,,,,,,,,,,,,,,,,
行為準則,行为准则,xing2 wei2 zhun3 ze2],code of conduct,standard of conduct,,,,,,,,,,,,,,,,
行狀,行状,xing2 zhuang4],person's background,,,,,,,,,,,,,,,,,
行當,行当,hang2 dang5],profession,role (acting),,,,,,,,,,,,,,,,
行百里者半九十,行百里者半九十,xing2 bai3 li3 zhe3 ban4 jiu3 shi2],lit. ninety li is merely a half of a hundred li journey (idiom),fig. the closer one is to completing a task the tougher it gets,a task is not done until it's done,,,,,,,,,,,,,,,
行省,行省,xing2 sheng3],province (old),,,,,,,,,,,,,,,,,
行禮,行礼,xing2 li3],to salute,to make one's salutations,,,,,,,,,,,,,,,,
行禮如儀,行礼如仪,xing2 li3 ru2 yi4],to perform the ritual bows,to follow the customary ceremonies,,,,,,,,,,,,,,,,
行程,行程,xing2 cheng2],journey,course of a journey,distance traveled,trajectory,itinerary,route,course (of history),,,,,,,,,,,
行程單,行程单,xing2 cheng2 dan1],(e-ticket) itinerary receipt,,,,,,,,,,,,,,,,,
行竊,行窃,xing2 qie4],to steal,to commit a robbery,,,,,,,,,,,,,,,,
行篋,行箧,xing2 qie4],traveling suitcase,,,,,,,,,,,,,,,,,
行經,行经,xing2 jing1],to pass by,menstruation,,,,,,,,,,,,,,,,
行署,行署,xing2 shu3],administrative office,,,,,,,,,,,,,,,,,
行者,行者,xing2 zhe3],pedestrian,walker,itinerant monk,,,,,,,,,,,,,,,
行腳,行脚,xing2 jiao3],(of a monk) to travel,itinerant,,,,,,,,,,,,,,,,
行船,行船,xing2 chuan2],to sail a boat,to navigate,,,,,,,,,,,,,,,,
行色匆匆,行色匆匆,xing2 se4 cong1 cong1],hurried,in a haste,,,,,,,,,,,,,,,,
行草,行草,xing2 cao3],semi-cursive script,,,,,,,,,,,,,,,,,
行萬里路勝讀萬捲書,行万里路胜读万卷书,xing2 wan4 li3 lu4 sheng4 du2 wan4 juan3 shu1],to travel a thousand miles beats reading a thousand books,,,,,,,,,,,,,,,,,
行萬里路，讀萬卷書,行万里路，读万卷书,xing2 wan4 li3 lu4 du2 wan4 juan4 shu1],Knowledge comes from books and from experience of the world. (idiom),Learn as much as you can and do all you can.,,,,,,,,,,,,,,,,
行號,行号,hang2 hao4],(registered) company,,,,,,,,,,,,,,,,,
行行出狀元,行行出状元,hang2 hang2 chu1 zhuang4 yuan2],lit. in every trade a master appears (idiom); fig. You can produce outstanding achievements in any task provided you put it enough love and diligence,,,,,,,,,,,,,,,,,
行裝,行装,xing2 zhuang1],clothes and other items packed for traveling,baggage,luggage,,,,,,,,,,,,,,,
行話,行话,hang2 hua4],jargon,language of the trade,,,,,,,,,,,,,,,,
行語,行语,hang2 yu3],slang,jargon,cant,lingo,patois,argot,,,,,,,,,,,,
行貨,行货,hang2 huo4],authorized goods,genuine goods,crudely-made goods,,,,,,,,,,,,,,,
行賄,行贿,xing2 hui4],to bribe,to give bribes,,,,,,,,,,,,,,,,
行走,行走,xing2 zou3],to walk,,,,,,,,,,,,,,,,,
行距,行距,hang2 ju4],row spacing,,,,,,,,,,,,,,,,,
行跡,行迹,xing2 ji4],tracks,traces,movements,,,,,,,,,,,,,,,
行路,行路,xing2 lu4],to travel,transport,,,,,,,,,,,,,,,,
行蹤,行踪,xing2 zong1],whereabouts,(lose) track (of),,,,,,,,,,,,,,,,
行車,行车,xing2 che1],to drive a vehicle,movement of vehicles,,,,,,,,,,,,,,,,
行軍,行军,xing2 jun1],a march (army),to march,,,,,,,,,,,,,,,,
行軍床,行军床,xing2 jun1 chuang2],camp bed,bivouac,,,,,,,,,,,,,,,,
行軍禮,行军礼,xing2 jun1 li3],military salute,,,,,,,,,,,,,,,,,
行軍路線,行军路线,xing2 jun1 lu4 xian4],army itinerary,route of march,,,,,,,,,,,,,,,,
行輩,行辈,hang2 bei4],generation and age ranking,seniority,,,,,,,,,,,,,,,,
行進,行进,xing2 jin4],to advance,forward motion,,,,,,,,,,,,,,,,
行進擋,行进挡,xing2 jin4 dang3],forward gear,,,,,,,,,,,,,,,,,
行酒令,行酒令,xing2 jiu3 ling4],to play a drinking game,,,,,,,,,,,,,,,,,
行醫,行医,xing2 yi1],to practice medicine (esp. in private practice),,,,,,,,,,,,,,,,,
行銷,行销,xing2 xiao1],to sell,marketing,,,,,,,,,,,,,,,,
行銷訴求,行销诉求,xing2 xiao1 su4 qiu2],marketing message,,,,,,,,,,,,,,,,,
行長,行长,hang2 zhang3],bank president,,,,,,,,,,,,,,,,,
行間,行间,hang2 jian1],between rows,,,,,,,,,,,,,,,,,
行雲流水,行云流水,xing2 yun2 liu2 shui3],lit. moving clouds and flowing water (idiom),fig. very natural and flowing style of calligraphy writing etc,natural and unforced,,,,,,,,,,,,,,,
行頭,行头,hang2 tou2],team leader (archaic),shopkeeper (archaic),,,,,,,,,,,,,,,,
行頭,行头,xing2 tou5],a person's clothing,outfit,actor's costume,,,,,,,,,,,,,,,
行駛,行驶,xing2 shi3],to travel along a route (of vehicles etc),,,,,,,,,,,,,,,,,
行騙,行骗,xing2 pian4],to cheat,to deceive,,,,,,,,,,,,,,,,
行體,行体,xing2 ti3],see 行書|行书[xing2 shu1],,,,,,,,,,,,,,,,,
衍,衍,yan3],to spread out,to develop,to overflow,to amplify,superfluous,,,,,,,,,,,,,
衍伸,衍伸,yan3 shen1],to give rise (to),to spawn,to spread (to),,,,,,,,,,,,,,,
衍化,衍化,yan3 hua4],to evolve (of ideas designs constructions etc),to develop and change,,,,,,,,,,,,,,,,
衍射,衍射,yan3 she4],diffraction,,,,,,,,,,,,,,,,,
衍射格子,衍射格子,yan3 she4 ge2 zi5],diffraction grating (physics),,,,,,,,,,,,,,,,,
衍射角,衍射角,yan3 she4 jiao3],angle of diffraction (physics),,,,,,,,,,,,,,,,,
衍生,衍生,yan3 sheng1],to give rise to,to derive,derivative,derivation,,,,,,,,,,,,,,
衍生物,衍生物,yan3 sheng1 wu4],a derivative (complex product derived from simpler source material),,,,,,,,,,,,,,,,,
衍生產品,衍生产品,yan3 sheng1 chan3 pin3],derivative product,derivative (in finance),,,,,,,,,,,,,,,,
衍聖公,衍圣公,Yan3 sheng4 gong1],hereditary title bestowed on Confucius' descendants,,,,,,,,,,,,,,,,,
衍聖公府,衍圣公府,Yan3 sheng4 gong1 fu3],the official residence of Confucius' descendants at Qufu 曲阜 Shandong,,,,,,,,,,,,,,,,,
衍聲複詞,衍声复词,yan3 sheng1 fu4 ci2],compound word such as 玫瑰[mei2 gui1] 咖啡[ka1 fei1] whose meaning is unrelated to the component hanzi which often cannot be used singly,,,,,,,,,,,,,,,,,
衍變,衍变,yan3 bian4],to develop,to evolve,,,,,,,,,,,,,,,,
衎,衎,kan4],pleased,,,,,,,,,,,,,,,,,
衒,衒,xuan4],variant of 炫[xuan4],(literary) to boast,to show off,,,,,,,,,,,,,,,
術,术,shu4],method,technique,,,,,,,,,,,,,,,,
術,术,zhu2],various genera of flowers of Asteracea family (daisies and chrysanthemums) including Atractylis lancea,,,,,,,,,,,,,,,,,
術語,术语,shu4 yu3],term,terminology,,,,,,,,,,,,,,,,
術赤,术赤,Shu4 chi4],Jochi (name),,,,,,,,,,,,,,,,,
衕,同,tong4],see 衚衕|胡同[hu2 tong4],,,,,,,,,,,,,,,,,
衖,弄,long4],variant of 弄[long4],,,,,,,,,,,,,,,,,
衖,衖,xiang4],variant of 巷[xiang4],,,,,,,,,,,,,,,,,
街,街,jie1],street,CL:條|条[tiao2],,,,,,,,,,,,,,,,
街上,街上,jie1 shang5],on the street,in town,,,,,,,,,,,,,,,,
街區,街区,jie1 qu1],block (between streets),,,,,,,,,,,,,,,,,
街坊,街坊,jie1 fang1],neighborhood,,,,,,,,,,,,,,,,,
街坊四鄰,街坊四邻,jie1 fang5 si4 lin2],neighbors,the whole neighborhood,,,,,,,,,,,,,,,,
街坊鄰里,街坊邻里,jie1 fang5 lin2 li3],neighbors,the whole neighborhood,,,,,,,,,,,,,,,,
街巷,街巷,jie1 xiang4],streets and alleys,street,alley,,,,,,,,,,,,,,,
街旁,街旁,Jie1 pang2],Jiepang (Chinese location-based networking service for cell phone),,,,,,,,,,,,,,,,,
街景,街景,jie1 jing3],streetscape,,,,,,,,,,,,,,,,,
街機,街机,jie1 ji1],arcade game,,,,,,,,,,,,,,,,,
街段,街段,jie1 duan4],block,,,,,,,,,,,,,,,,,
街燈,街灯,jie1 deng1],streetlight,,,,,,,,,,,,,,,,,
街舞,街舞,jie1 wu3],street dance (e.g. breakdance),,,,,,,,,,,,,,,,,
街談巷議,街谈巷议,jie1 tan2 xiang4 yi4],the talk of the town (idiom),,,,,,,,,,,,,,,,,
街道,街道,jie1 dao4],street,CL:條|条[tiao2],subdistrict,residential district,,,,,,,,,,,,,,
街道辦事處,街道办事处,jie1 dao4 ban4 shi4 chu4],sub-district office,neighborhood official,an official who works with local residents to report to higher government authorities,,,,,,,,,,,,,,,
街頭,街头,jie1 tou2],street,,,,,,,,,,,,,,,,,
街頭巷尾,街头巷尾,jie1 tou2 xiang4 wei3],top of streets bottom of alleys (idiom); everywhere in the city,,,,,,,,,,,,,,,,,
街頭霸王,街头霸王,Jie1 tou2 Ba4 wang2],Street Fighter (video game series),,,,,,,,,,,,,,,,,
衘,衔,xian2],variant of 銜|衔[xian2],,,,,,,,,,,,,,,,,
衙,衙,Ya2],surname Ya,,,,,,,,,,,,,,,,,
衙,衙,ya2],office,yamen 衙門|衙门,,,,,,,,,,,,,,,,
衙內,衙内,ya2 nei4],child of an official,palace bodyguard,,,,,,,,,,,,,,,,
衙役,衙役,ya2 yi4],bailiff of feudal yamen,,,,,,,,,,,,,,,,,
衙署,衙署,ya2 shu3],government office in feudal China,yamen,,,,,,,,,,,,,,,,
衙門,衙门,ya2 men5],government office in feudal China,yamen,,,,,,,,,,,,,,,,
衚,胡,hu2],see 衚衕|胡同[hu2 tong4],,,,,,,,,,,,,,,,,
衚衕,胡同,hu2 tong4],variant of 胡同[hu2 tong4],,,,,,,,,,,,,,,,,
衛,卫,Wei4],surname Wei,vassal state during the Zhou Dynasty (1066-221 BC) located in present day Henan and Hebei Provinces,,,,,,,,,,,,,,,,
衛,卫,wei4],to guard,to protect,to defend,abbr. for 衛生|卫生 hygiene,health,abbr. for 衛生間|卫生间 toilet,,,,,,,,,,,,
衛兵,卫兵,wei4 bing1],guard,bodyguard,,,,,,,,,,,,,,,,
衛冕,卫冕,wei4 mian3],to defend the crown (in sports championship),,,,,,,,,,,,,,,,,
衛國,卫国,Wei4 guo2],state of Wei (c. 1040-209 BC) vassal of Zhou,,,,,,,,,,,,,,,,,
衛國,卫国,wei4 guo2],to defend one's country,,,,,,,,,,,,,,,,,
衛城,卫城,wei4 cheng2],citadel,defensive city,acropolis,,,,,,,,,,,,,,,
衛報,卫报,Wei4 Bao4],The Guardian (U.K. newspaper),,,,,,,,,,,,,,,,,
衛士,卫士,wei4 shi4],guardian,defender,,,,,,,,,,,,,,,,
衛奕信,卫奕信,Wei4 yi4 xin4],David Clive Wilson Baron Wilson of Tillyorn (1935-) British diplomat and China expert Governor of Hong Kong 1986-1992,,,,,,,,,,,,,,,,,
衛尉,卫尉,wei4 wei4],Commandant of Guards (in imperial China) one of the Nine Ministers 九卿[jiu3 qing1],,,,,,,,,,,,,,,,,
衛星,卫星,wei4 xing1],satellite,moon,CL:顆|颗[ke1],,,,,,,,,,,,,,,
衛星圖,卫星图,wei4 xing1 tu2],satellite photo,,,,,,,,,,,,,,,,,
衛星圖像,卫星图像,wei4 xing1 tu2 xiang4],satellite photo,,,,,,,,,,,,,,,,,
衛星城,卫星城,wei4 xing1 cheng2],satellite town,edge city,exurb,,,,,,,,,,,,,,,
衛星定位系統,卫星定位系统,wei4 xing1 ding4 wei4 xi4 tong3],global positioning system (GPS),,,,,,,,,,,,,,,,,
衛星導航,卫星导航,wei4 xing1 dao3 hang2],satellite navigation,sat-nav,,,,,,,,,,,,,,,,
衛星導航系統,卫星导航系统,wei4 xing1 dao3 hang2 xi4 tong3],satellite navigation system,sat-nav,,,,,,,,,,,,,,,,
衛星電視,卫星电视,wei4 xing1 dian4 shi4],satellite TV,,,,,,,,,,,,,,,,,
衛東,卫东,Wei4 dong1],Weidong district of Pingdingshan city 平頂山市|平顶山市[Ping2 ding3 shan1 shi4] Henan,,,,,,,,,,,,,,,,,
衛東區,卫东区,Wei4 dong1 qu1],Weidong district of Pingdingshan city 平頂山市|平顶山市[Ping2 ding3 shan1 shi4] Henan,,,,,,,,,,,,,,,,,
衛校,卫校,wei4 xiao4],medical school,nursing school,,,,,,,,,,,,,,,,
衛氏朝鮮,卫氏朝鲜,Wei4 shi4 Chao2 xian3],Wiman Korea (195-108 BC) historical kingdom in Manchuria Liaoning and North Korea,,,,,,,,,,,,,,,,,
衛浴,卫浴,wei4 yu4],sanitary (related to toilet and bathroom),,,,,,,,,,,,,,,,,
衛滿朝鮮,卫满朝鲜,Wei4 man3 Chao2 xian3],Wiman Korea (195-108 BC) historical kingdom in Manchuria Liaoning and North Korea,,,,,,,,,,,,,,,,,
衛濱,卫滨,Wei4 bin1],Weibin district of Xinxiang city 新鄉市|新乡市[Xin1 xiang1 shi4] Henan,,,,,,,,,,,,,,,,,
衛濱區,卫滨区,Wei4 bin1 qu1],Weibin district of Xinxiang city 新鄉市|新乡市[Xin1 xiang1 shi4] Henan,,,,,,,,,,,,,,,,,
衛理公會,卫理公会,Wei4 li3 Gong1 hui4],Methodists,,,,,,,,,,,,,,,,,
衛生,卫生,wei4 sheng1],health,hygiene,sanitation,,,,,,,,,,,,,,,
衛生丸,卫生丸,wei4 sheng1 wan2],mothball,(jocular term) bullet,,,,,,,,,,,,,,,,
衛生套,卫生套,wei4 sheng1 tao4],condom,CL:隻|只[zhi1],,,,,,,,,,,,,,,,
衛生官員,卫生官员,wei4 sheng1 guan1 yuan2],health official,,,,,,,,,,,,,,,,,
衛生局,卫生局,wei4 sheng1 ju2],health office,bureau of hygiene,,,,,,,,,,,,,,,,
衛生巾,卫生巾,wei4 sheng1 jin1],sanitary towel,,,,,,,,,,,,,,,,,
衛生廳,卫生厅,wei4 sheng1 ting1],(provincial) health department,,,,,,,,,,,,,,,,,
衛生棉,卫生棉,wei4 sheng1 mian2],sterilized absorbent cotton wool (used for dressings or cleansing wounds),sanitary napkin,tampon,,,,,,,,,,,,,,,
衛生棉條,卫生棉条,wei4 sheng1 mian2 tiao2],tampon,,,,,,,,,,,,,,,,,
衛生球,卫生球,wei4 sheng1 qiu2],mothball,,,,,,,,,,,,,,,,,
衛生用紙,卫生用纸,wei4 sheng1 yong4 zhi3],toilet paper,,,,,,,,,,,,,,,,,
衛生紙,卫生纸,wei4 sheng1 zhi3],toilet paper,bathroom tissue,,,,,,,,,,,,,,,,
衛生署,卫生署,wei4 sheng1 shu3],health bureau (or office or department or agency),,,,,,,,,,,,,,,,,
衛生褲,卫生裤,wei4 sheng1 ku4],long underwear pants,,,,,,,,,,,,,,,,,
衛生設備,卫生设备,wei4 sheng1 she4 bei4],sanitary equipment,,,,,,,,,,,,,,,,,
衛生部,卫生部,Wei4 sheng1 bu4],Ministry of Health,,,,,,,,,,,,,,,,,
衛生間,卫生间,wei4 sheng1 jian1],bathroom,toilet,WC,CL:間|间[jian1],,,,,,,,,,,,,,
衛生防疫,卫生防疫,wei4 sheng1 fang2 yi4],epidemic-prevention,,,,,,,,,,,,,,,,,
衛生陶瓷,卫生陶瓷,wei4 sheng1 tao2 ci2],chamber pot,commode,,,,,,,,,,,,,,,,
衛留成,卫留成,Wei4 Liu2 cheng2],Wei Liucheng (1946-) fifth governor of Hainan,,,,,,,,,,,,,,,,,
衛艦,卫舰,wei4 jian4],a frigate (warship),,,,,,,,,,,,,,,,,
衛衣,卫衣,wei4 yi1],hooded sweatshirt,hoodie,,,,,,,,,,,,,,,,
衛視,卫视,wei4 shi4],satellite TV,abbr. of 衛星電視|卫星电视,,,,,,,,,,,,,,,,
衛護,卫护,wei4 hu4],to guard,to protect,,,,,,,,,,,,,,,,
衛輝,卫辉,Wei4 hui1],Weihui county in Xinxiang 新鄉|新乡[Xin1 xiang1] Henan,,,,,,,,,,,,,,,,,
衛輝市,卫辉市,Wei4 hui1 shi4],Weihui county in Xinxiang 新鄉|新乡[Xin1 xiang1] Henan,,,,,,,,,,,,,,,,,
衛道,卫道,wei4 dao4],to defend traditional values,,,,,,,,,,,,,,,,,
衛道士,卫道士,wei4 dao4 shi4],traditionalist,moralist,champion (of a cause),,,,,,,,,,,,,,,
衛隊,卫队,wei4 dui4],guard (i.e. group of soldiers),,,,,,,,,,,,,,,,,
衝,冲,chong1],thoroughfare,to go straight ahead,to rush,to clash,,,,,,,,,,,,,,
衝,冲,chong4],powerful,vigorous,pungent,towards,in view of,,,,,,,,,,,,,
衝入,冲入,chong1 ru4],to rush into,to break into,,,,,,,,,,,,,,,,
衝出,冲出,chong1 chu1],to rush out,,,,,,,,,,,,,,,,,
衝刺,冲刺,chong1 ci4],to sprint,to spurt,to dash,big effort,,,,,,,,,,,,,,
衝力,冲力,chong1 li4],impulse,,,,,,,,,,,,,,,,,
衝勁,冲劲,chong4 jin4],dynamism,drive,,,,,,,,,,,,,,,,
衝動,冲动,chong1 dong4],to have an urge,to be impetuous,impulse,urge,,,,,,,,,,,,,,
衝口而出,冲口而出,chong1 kou3 er2 chu1],to blurt out without thinking (idiom),,,,,,,,,,,,,,,,,
衝嚮,冲向,chong1 xiang4],to charge into,,,,,,,,,,,,,,,,,
衝垮,冲垮,chong1 kua3],to burst,to break through,to topple,,,,,,,,,,,,,,,
衝打,冲打,chong1 da3],(of waves rain etc) to dash against,to batter,,,,,,,,,,,,,,,,
衝撞,冲撞,chong1 zhuang4],to collide,jerking motion,to impinge,to offend,to provoke,,,,,,,,,,,,,
衝擊,冲击,chong1 ji1],to attack,to batter,(of waves) to pound against,shock,impact,,,,,,,,,,,,,
衝擊力,冲击力,chong1 ji1 li4],force of impact or thrust,,,,,,,,,,,,,,,,,
衝擊波,冲击波,chong1 ji1 bo1],shock wave,blast wave,,,,,,,,,,,,,,,,
衝擊鑽,冲击钻,chong1 ji1 zuan4],impact drill,hammer drill,,,,,,,,,,,,,,,,
衝斷層,冲断层,chong1 duan4 ceng2],thrust fault (geology),compression fault,,,,,,,,,,,,,,,,
衝昏頭腦,冲昏头脑,chong1 hun1 tou2 nao3],lit. to be muddled in the brain (idiom); fig. excited and unable to act rationally,to go to one's head,,,,,,,,,,,,,,,,
衝殺,冲杀,chong1 sha1],to charge,,,,,,,,,,,,,,,,,
衝決,冲决,chong1 jue2],to burst (e.g. a dam),,,,,,,,,,,,,,,,,
衝浪,冲浪,chong1 lang4],to surf,surfing,,,,,,,,,,,,,,,,
衝浪板,冲浪板,chong1 lang4 ban3],surfboard,paddleboard,,,,,,,,,,,,,,,,
衝浪者,冲浪者,chong1 lang4 zhe3],surfer,,,,,,,,,,,,,,,,,
衝破,冲破,chong1 po4],breakthrough,to overcome an obstacle quickly,,,,,,,,,,,,,,,,
衝突,冲突,chong1 tu1],conflict,to conflict,clash of opposing forces,collision (of interests),contention,,,,,,,,,,,,,
衝進,冲进,chong1 jin4],to rush in,to charge in,,,,,,,,,,,,,,,,
衝鋒,冲锋,chong1 feng1],to charge,to assault,assault,,,,,,,,,,,,,,,
衝鋒槍,冲锋枪,chong1 feng1 qiang1],submachine gun,,,,,,,,,,,,,,,,,
衝鋒陷陣,冲锋陷阵,chong1 feng1 xian4 zhen4],to charge and break through enemy lines,,,,,,,,,,,,,,,,,
衞,衞,wei4],variant of 衛|卫[wei4],to guard,to defend,,,,,,,,,,,,,,,
衟,衟,dao4],old variant of 道[dao4],,,,,,,,,,,,,,,,,
衡,衡,heng2],to weigh,weight,measure,,,,,,,,,,,,,,,
衡南,衡南,Heng2 nan2],Hengnan county in Hengyang 衡陽|衡阳[Heng2 yang2] Hunan,,,,,,,,,,,,,,,,,
衡南縣,衡南县,Heng2 nan2 xian4],Hengnan county in Hengyang 衡陽|衡阳[Heng2 yang2] Hunan,,,,,,,,,,,,,,,,,
衡山,衡山,Heng2 Shan1],Mt Heng in Hunan southern of the Five Sacred Mountains 五嶽|五岳[Wu3 yue4],Hengshan county in Hengyang 衡陽|衡阳[Heng2 yang2] Hunan,,,,,,,,,,,,,,,,
衡山縣,衡山县,Heng2 shan1 xian4],Hengshan county in Hengyang 衡陽|衡阳[Heng2 yang2] Hunan,,,,,,,,,,,,,,,,,
衡平,衡平,heng2 ping2],to govern,to administer,,,,,,,,,,,,,,,,
衡情酌理,衡情酌理,heng2 qing2 zhuo2 li3],to weight the matter and deliberate the reason (idiom); to weigh and consider,to deliberate,,,,,,,,,,,,,,,,
衡東,衡东,Heng2 dong1],Hengdong county in Hengyang 衡陽|衡阳[Heng2 yang2] Hunan,,,,,,,,,,,,,,,,,
衡東縣,衡东县,Heng2 dong1 xian4],Hengdong county in Hengyang 衡陽|衡阳[Heng2 yang2] Hunan,,,,,,,,,,,,,,,,,
衡水,衡水,Heng2 shui3],Hengshui prefecture level city in Hebei,,,,,,,,,,,,,,,,,
衡水地區,衡水地区,Heng2 shui3 di4 qu1],Hengshui county (old name),,,,,,,,,,,,,,,,,
衡水市,衡水市,Heng2 shui3 shi4],Hengshui prefecture level city in Hebei,,,,,,,,,,,,,,,,,
衡酌,衡酌,heng2 zhuo2],to weigh and consider,to deliberate,short form of idiom 衡情酌理,,,,,,,,,,,,,,,
衡量,衡量,heng2 liang2],to weigh,to examine,to consider,,,,,,,,,,,,,,,
衡量制,衡量制,heng2 liang5 zhi4],system of weights and measures,,,,,,,,,,,,,,,,,
衡陽,衡阳,Heng2 yang2],Hengyang prefecture level city in Hunan,,,,,,,,,,,,,,,,,
衡陽地區,衡阳地区,Heng2 yang2 di4 qu1],Hengyang prefecture in Hunan,,,,,,,,,,,,,,,,,
衡陽市,衡阳市,Heng2 yang2 shi4],Hengyang prefecture level city in Hunan,,,,,,,,,,,,,,,,,
衡陽縣,衡阳县,Heng2 yang2 xian4],Hengyang county in Hengyang 衡陽|衡阳[Heng2 yang2] Hunan,,,,,,,,,,,,,,,,,
衢,衢,qu2],thoroughfare,,,,,,,,,,,,,,,,,
衢州,衢州,Qu2 zhou1],Quzhou prefecture level city in Zhejiang,,,,,,,,,,,,,,,,,
衢州市,衢州市,Qu2 zhou1 shi4],Quzhou prefecture level city in Zhejiang,,,,,,,,,,,,,,,,,
衣,衣,yi1],clothes,CL:件[jian4],,,,,,,,,,,,,,,,
衣,衣,yi4],to dress,to wear,to put on (clothes),,,,,,,,,,,,,,,
衣不蔽體,衣不蔽体,yi1 bu4 bi4 ti3],lit. clothes not covering the body (idiom),fig. poverty-stricken,,,,,,,,,,,,,,,,
衣兜,衣兜,yi1 dou1],pocket,,,,,,,,,,,,,,,,,
衣冠,衣冠,yi1 guan1],hat and clothes,attire,,,,,,,,,,,,,,,,
衣冠冢,衣冠冢,yi1 guan1 zhong3],cenotaph,,,,,,,,,,,,,,,,,
衣冠楚楚,衣冠楚楚,yi1 guan1 chu3 chu3],immaculately dressed,well-groomed,dapper,,,,,,,,,,,,,,,
衣冠禽獸,衣冠禽兽,yi1 guan1 qin2 shou4],lit. dressed up animal (idiom),fig. immoral and despicable person,,,,,,,,,,,,,,,,
衣原菌,衣原菌,yi1 yuan2 jun1],Chlamydia,,,,,,,,,,,,,,,,,
衣原體,衣原体,yi1 yuan2 ti3],Chlamydia (genus of intracellular parasitic bacteria),,,,,,,,,,,,,,,,,
衣單食薄,衣单食薄,yi1 dan1 shi2 bo2],thin coat meager food (idiom); life of wretched poverty,destitute,,,,,,,,,,,,,,,,
衣夾,衣夹,yi1 jia1],clothespin,clothes peg,,,,,,,,,,,,,,,,
衣子,衣子,yi1 zi3],covering,,,,,,,,,,,,,,,,,
衣履,衣履,yi1 lu:3],clothes and shoes,,,,,,,,,,,,,,,,,
衣帶,衣带,yi1 dai4],belt,sash,attire (clothes and belt),,,,,,,,,,,,,,,
衣帽間,衣帽间,yi1 mao4 jian1],cloakroom,,,,,,,,,,,,,,,,,
衣料,衣料,yi1 liao4],material for clothing,,,,,,,,,,,,,,,,,
衣服,衣服,yi1 fu5],clothes,CL:件[jian4]套[tao4],,,,,,,,,,,,,,,,
衣服縫邊,衣服缝边,yi1 fu2 feng4 bian1],hem,,,,,,,,,,,,,,,,,
衣架,衣架,yi1 jia4],clothes hanger,clothes rack,,,,,,,,,,,,,,,,
衣櫃,衣柜,yi1 gui4],wardrobe,armoire,CL:個|个[ge4],,,,,,,,,,,,,,,
衣櫥,衣橱,yi1 chu2],wardrobe,,,,,,,,,,,,,,,,,
衣物,衣物,yi1 wu4],clothing,clothing and other personal items,,,,,,,,,,,,,,,,
衣物櫃,衣物柜,yi1 wu4 gui4],locker,lockable compartment,,,,,,,,,,,,,,,,
衣甲,衣甲,yi4 jia3],armor,,,,,,,,,,,,,,,,,
